iter	Logloss
398	0.3262620493
399	0.3258955
400	0.3256099674
401	0.3254278061
402	0.3251724545
403	0.3249917486
404	0.3247090756
405	0.3244796959
406	0.3240892974
407	0.3238508855
408	0.3235044646
409	0.3231680412
410	0.322901433
411	0.3226397512
412	0.3222299253
413	0.3219517923
414	0.3216618815
415	0.3214552086
416	0.3211194868
417	0.3208261376
418	0.3206464703
419	0.3204118897
420	0.3202003272
421	0.3200389217
422	0.3197970746
423	0.319543296
424	0.3192047675
425	0.3190249875
426	0.3187416917
427	0.3183874614
428	0.3182243463
429	0.3178746221
430	0.3177163532
431	0.3175450236
432	0.3173117133
433	0.3171921404
434	0.3168560856
435	0.3166012026
436	0.3163757393
437	0.3162990748
438	0.3160577146
439	0.3157308446
440	0.3155252891
441	0.3153726268
442	0.3152112803
443	0.3149529019
444	0.3147451108
445	0.3143736973
446	0.314183545
447	0.3139873789
448	0.3136320268
449	0.3134626048
450	0.3132295536
451	0.3129974016
452	0.3128967483
453	0.3127382883
454	0.3124247294
455	0.3122866751
456	0.3121012687
457	0.3118754093
458	0.3114558527
459	0.3112268395
460	0.3108958344
461	0.3106407563
462	0.3104305694
463	0.3101684114
464	0.3099730746
465	0.3097960107
466	0.3095546745
467	0.3093278188
468	0.3091586561
469	0.3087557213
470	0.3083435398
471	0.3080459373
472	0.3079769089
473	0.3077721105
474	0.3074925019
475	0.3071679942
476	0.3067357601
477	0.3066007359
478	0.3064331221
479	0.3063211039
480	0.3061421658
481	0.3058283128
482	0.305559331
483	0.3053836335
484	0.3049655511
485	0.3047667156
486	0.3045095865
487	0.3042499894
488	0.3040461561
489	0.303848167
490	0.3034551659
491	0.3033121323
492	0.3030553218
493	0.3027144811
494	0.3026393707
495	0.302599973
496	0.3024843687
497	0.3022868276
498	0.302133745
499	0.3018169726
500	0.3015678784
501	0.3012018714
502	0.3009928637
503	0.3007067975
504	0.3005774988
505	0.3002740478
506	0.3000952787
507	0.2998688777
508	0.2996040785
509	0.299378458
510	0.2990469906
511	0.2988741708
512	0.298596856
513	0.2984256583
514	0.2980765493
515	0.2979405113
516	0.2977668712
517	0.2976298084
518	0.297389301
519	0.2970296217
520	0.2967138684
521	0.2966123473
522	0.2965060383
523	0.2962635417
524	0.2961408465
525	0.2958532167
526	0.2955528817
527	0.2953630023
528	0.2951428528
529	0.2949935529
530	0.294692787
531	0.2945216739
532	0.2941452406
533	0.2939368952
534	0.2936999086
535	0.2933610139
536	0.293166157
537	0.2929000003
538	0.2926091738
539	0.2923311187
540	0.2922282625
541	0.2920318604
542	0.2919146655
543	0.2917311115
544	0.2912587679
545	0.2911156752
546	0.2909787429
547	0.2908096332
548	0.2906373806
549	0.2903544825
550	0.2901864605
551	0.290024302
552	0.2898883673
553	0.2894517721
554	0.2889841809
555	0.2888922623
556	0.288753941
557	0.2884787519
558	0.2880911267
559	0.2878999733
560	0.2877096847
561	0.2875582105
562	0.2874367824
563	0.287306628
564	0.2872146342
565	0.2869402004
566	0.2867839823
567	0.2866657572
568	0.2864446384
569	0.2861464506
570	0.2859433863
571	0.2857528104
572	0.2853256051
573	0.2850621131
574	0.2848449045
575	0.2846778197
576	0.2845458721
577	0.2841230103
578	0.283898968
579	0.2836142465
580	0.2831672069
581	0.2829871348
582	0.2828843111
583	0.2827268259
584	0.2825046229
585	0.2822627893
586	0.2819047947
587	0.281806763
588	0.2815004508
589	0.2812835934
590	0.2810464421
591	0.280712381
592	0.280520775
593	0.280378836
594	0.2801975028
595	0.2799894137
596	0.2798156941
597	0.2795877479
598	0.2795744215
599	0.279379624
600	0.2792678333
601	0.2789742397
602	0.2786900738
603	0.278481147
604	0.2781449712
605	0.27803885
606	0.2779827624
607	0.277738026
608	0.2774909279
609	0.2773645882
610	0.2771924139
611	0.2769860882
612	0.2768200784
613	0.2765329062
614	0.2763833896
615	0.2761995819
616	0.2759225528
617	0.2755708176
618	0.275415811
619	0.275300306
620	0.2750441777
621	0.2747923994
622	0.2746046269
623	0.2743661716
624	0.2740996074
625	0.2738944292
626	0.2736190203
627	0.2733145568
628	0.2730324038
629	0.2727788829
630	0.2726402108
631	0.2724959966
632	0.2721571506
633	0.2720635941
634	0.2718958428
635	0.2717049587
636	0.2715619742
637	0.2713222999
638	0.2711240018
639	0.2710550114
640	0.2709079753
641	0.2707299841
642	0.2705682611
643	0.2704781347
644	0.2701036413
645	0.2698833695
646	0.2695755062
647	0.2694408048
648	0.2693203396
649	0.2691120675
650	0.2688609058
651	0.2686823088
652	0.2683106372
653	0.26816137
654	0.2679825379
655	0.2677166176
656	0.2675248882
657	0.2672704612
658	0.2671171715
659	0.2668596854
660	0.2665710289
661	0.2664336585
662	0.2662288708
663	0.2660846412
664	0.2659065385
665	0.2656451422
666	0.2653342369
667	0.2652154332
668	0.2651062341
669	0.2649861902
670	0.2648691726
671	0.2647596936
672	0.2646172832
673	0.2644525256
674	0.2642231851
675	0.2640535712
676	0.2638030744
677	0.2636299255
678	0.2634880691
679	0.2633239988
680	0.2630373125
681	0.2627863877
682	0.2626879975
683	0.2625563847
684	0.2622868213
685	0.2620275736
686	0.2618209752
687	0.2616200057
688	0.2614160577
689	0.2613277348
690	0.2612131734
691	0.2610776659
692	0.2608209262
693	0.2606819697
694	0.2604211442
695	0.260249762
696	0.2600053024
697	0.2597355026
698	0.2595558754
699	0.2593959957
700	0.2592038026
701	0.2590285962
702	0.2589016419
703	0.2585391748
704	0.2582590062
705	0.2580524732
706	0.2576972135
707	0.2575169302
708	0.2572883755
709	0.257128986
710	0.2570302897
711	0.256850999
712	0.2566411127
713	0.2565078541
714	0.2563229555
715	0.2561509424
716	0.2559322234
717	0.2556339164
718	0.2554956612
719	0.2552817253
720	0.2550888181
721	0.2549085091
722	0.2546899287
723	0.2544954262
724	0.2542874187
725	0.2539368643
726	0.2537964394
727	0.2535924688
728	0.2532815898
729	0.2531940713
730	0.2529937967
731	0.2528433174
732	0.252710851
733	0.2524556783
734	0.2521772581
735	0.2520223353
736	0.2518155357
737	0.2516226241
738	0.2514755034
739	0.2512609335
740	0.251114323
741	0.2510682807
742	0.2509668241
743	0.2508062331
744	0.2506816208
745	0.2505132949
746	0.2503305794
747	0.250149157
748	0.2501266061
749	0.249873106
750	0.2497925287
751	0.2496412375
752	0.2495588523
753	0.2493480621
754	0.2490936
755	0.2490009721
756	0.2488019383
757	0.2486918493
758	0.2484400066
759	0.2482657272
760	0.2480499772
761	0.247913047
762	0.2475222738
763	0.2473307708
764	0.2471541305
765	0.2469917413
766	0.2467433787
767	0.2466231579
768	0.2464596844
769	0.2461826467
770	0.2459705157
771	0.245778684
772	0.245594266
773	0.2454261127
774	0.2451845949
775	0.2451120442
776	0.2449827816
777	0.2447971032
778	0.2446510341
779	0.2444715336
780	0.2442505318
781	0.2441330004
782	0.2439325837
783	0.2437145981
784	0.2434666784
785	0.2432811557
786	0.2430975083
787	0.242995095
788	0.2428380892
789	0.2426766455
790	0.2424062339
791	0.2422949969
792	0.2421549755
793	0.2419697887
794	0.2416334182
795	0.2414458398
796	0.2412590778
797	0.241056626
798	0.240771809
799	0.2405833962
800	0.2403571302
801	0.2401626589
802	0.2400174099
803	0.2398204313
804	0.2396107768
805	0.2394276871
806	0.2393373225
807	0.2392339371
808	0.2389469503
809	0.2387660255
810	0.2386119557
811	0.2384780453
812	0.2382298793
813	0.237858569
814	0.2377056648
815	0.2376372275
816	0.237504569
817	0.2374022221
818	0.2371522884
819	0.2369985733
820	0.2367862234
821	0.2365629438
822	0.2363940287
823	0.2362713341
824	0.2361359045
825	0.2360160059
826	0.2358233387
827	0.2357003682
828	0.2354045584
829	0.2351993865
830	0.2350388038
831	0.2347736793
832	0.2345855304
833	0.2344299788
834	0.2342359803
835	0.2340494362
836	0.2338636931
837	0.233703674
838	0.2335834677
839	0.2334176153
840	0.2332352594
841	0.2331175122
842	0.2328510738
843	0.2327067122
844	0.2323368686
845	0.2321539005
846	0.2319596007
847	0.2317907694
848	0.2316068235
849	0.2312263696
850	0.2311221415
851	0.2310045098
852	0.2309464882
853	0.2305280949
854	0.2304070867
855	0.2302142014
856	0.2299803653
857	0.2296856181
858	0.2294708797
859	0.229285361
860	0.2289089288
861	0.2287204688
862	0.2284754162
863	0.2283472272
864	0.2282548276
865	0.2281178232
866	0.2279274203
867	0.2278034127
868	0.2275740245
869	0.2274005621
870	0.227287986
871	0.2270171615
872	0.2268241143
873	0.2266861967
874	0.226556884
875	0.2261726924
876	0.2260079277
877	0.225564077
878	0.2252559415
879	0.224988941
880	0.2248653862
881	0.2247658585
882	0.224588191
883	0.2244047019
884	0.2243058282
885	0.224140526
886	0.2239089793
887	0.2238280769
888	0.223685308
889	0.2234623679
890	0.2233062081
891	0.2231275587
892	0.2230041446
893	0.222856355
894	0.2226678536
895	0.2224624604
896	0.2223002659
897	0.2220848134
898	0.2218689496
899	0.2218175344
900	0.2217454306
901	0.2215746258
902	0.2213592121
903	0.2212433717
904	0.2210363286
905	0.2207963369
906	0.220559073
907	0.2203626047
908	0.2202037299
909	0.2198278618
910	0.2197275272
911	0.2195265452
912	0.2192156697
913	0.2190916841
914	0.2189916346
915	0.2188188577
916	0.2184638572
917	0.2182701094
918	0.2181799491
919	0.2180438283
920	0.217931557
921	0.2177370792
922	0.2175387875
923	0.2173886976
924	0.2172550457
925	0.2171173842
926	0.2168924499
927	0.2167562393
928	0.2165884288
929	0.2163048517
930	0.216139913
931	0.216030951
932	0.2158451378
933	0.2156714315
934	0.215479182
935	0.2151829826
936	0.2150070389
937	0.2148963644
938	0.2146375679
939	0.2145492382
940	0.2144165285
941	0.2142966294
942	0.2141619887
943	0.2140311073
944	0.213876379
945	0.2136985128
946	0.2134660782
947	0.2133902869
948	0.2131799036
949	0.2130287159
950	0.2128522926
951	0.2127060789
952	0.2125605759
953	0.2123829154
954	0.2122378526
955	0.2121154352
956	0.2119623771
957	0.2117689791
958	0.2116657846
959	0.2114033152
960	0.2113056942
961	0.2110893094
962	0.2109286793
963	0.2108242492
964	0.2106312782
965	0.2105344896
966	0.2102813495
967	0.2100041834
968	0.2098146491
969	0.2096659354
970	0.2094643311
971	0.2093090424
972	0.2091077685
973	0.2089729424
974	0.2088145442
975	0.2085805388
976	0.2084590666
977	0.2083309489
978	0.2081998881
979	0.2080388018
980	0.2079609816
981	0.2077822242
982	0.2076525436
983	0.2074909518
984	0.207323783
985	0.207240119
986	0.2071392107
987	0.2069804159
988	0.2068654216
989	0.2066225489
990	0.2064639865
991	0.2061933101
992	0.2060551825
993	0.205940501
994	0.2058031384
995	0.2056756702
996	0.2055178399
997	0.2054163461
998	0.2052907095
999	0.2050640301
